C123Merged_EnvSNO,C123_Plot_SNO,PlotID_New,PSUID,PSU,Cluster,Plot_Pt,Cycle_PlotSNO,Cycle,Cycle_Year,X_NAD83,Y_NAD83,SampDate,Class,Soil_Dep_cm,WD_1_cm,WD_2_cm,WD_3_cm,WD_mean_cm,EDEN_WSE,EDEN_based_elev_cm,CLAJAM_ht_cm,PlotSamp_YN
3901,4037,P02456_E,P024,24,56,E,3901,C1,Yr2,543894.7,2844142.2,3/6/2012,Ridge,,20,,,20,147,127,200,
3902,4038,P02456_N,P024,24,56,N,3902,C1,Yr2,543886.3,2844163.7,3/6/2012,Ridge,,17,,,17,147,130,200,
3903,4039,P02457_C,P024,24,57,C,3903,C1,Yr2,543921,2844251.2,3/6/2012,Ridge,,15,,,15,147,132,200,
3904,4040,P02457_E,P024,24,57,E,3904,C1,Yr2,543930.7,2844248.9,3/6/2012,Ridge,,14,,,14,147,133,200,
3905,4041,P02457_N,P024,24,57,N,3905,C1,Yr2,543927.7,2844280.4,3/6/2012,Ridge,,18,,,18,147,129,200,
3906,4042,P02458_C,P024,24,58,C,3906,C1,Yr2,543887,2843974.2,3/6/2012,Ridge,,22,,,22,145,123,200,
3907,4043,P02458_E,P024,24,58,E,3907,C1,Yr2,543915.3,2843967.7,3/6/2012,Ridge,,22,,,22,145,123,200,
3908,4044,P02458_N,P024,24,58,N,3908,C1,Yr2,543891.9,2843995.6,3/6/2012,Ridge,,18,,,18,145,127,200,
3909,4045,P02459_C,P024,24,59,C,3909,C1,Yr2,543809,2844211.2,3/6/2012,Ridge,,17,,,17,147,130,200,
3910,4046,P02459_E,P024,24,59,E,3910,C1,Yr2,543830.4,2844206.2,3/6/2012,Ridge,,19,,,19,147,128,200,
3911,4047,P02459_N,P024,24,59,N,3911,C1,Yr2,543815.5,2844239.4,3/6/2012,Ridge,,18,,,18,147,129,200,
3912,4048,P02460_C,P024,24,60,C,3912,C1,Yr2,543808,2844065.2,3/6/2012,Ridge,,23,,,23,147,124,200,
3913,4049,P02460_E,P024,24,60,E,3913,C1,Yr2,543815.8,2844063.4,3/6/2012,Ridge,,21,,,21,147,126,200,
3914,4050,P02460_N,P024,24,60,N,3914,C1,Yr2,543810.9,2844077.8,3/6/2012,Ridge,,22,,,22,147,125,200,
3915,4054,P02501_C,P025,25,1,C,3915,C1,Yr2,556702.3,2939542.3,2/3/2010,Ridge,,27,,,27,461,434,200,
3916,4055,P02501_E,P025,25,1,E,3916,C1,Yr2,556731.8,2939551.9,2/3/2010,Ridge,,37,,,37,461,424,300,
3917,4056,P02501_N,P025,25,1,N,3917,C1,Yr2,556696.7,2939559.4,2/3/2010,Ridge,,27,,,27,461,434,200,
3918,4057,P02502_C,P025,25,2,C,3918,C1,Yr2,556697.9,2939417.1,2/3/2010,Ridge,,24,,,24,461,437,200,
3919,4058,P02502_E,P025,25,2,E,3919,C1,Yr2,556727.4,2939426.7,2/3/2010,Ridge,,21,,,21,461,440,200,
3920,4059,P02502_N,P025,25,2,N,3920,C1,Yr2,556696,2939422.8,2/3/2010,Ridge,,25,,,25,461,436,100,
3921,4060,P02503_C,P025,25,3,C,3921,C1,Yr2,556513.1,2939541.5,2/3/2010,Ridge/Slough,,28,,,28,461,433,200,
3922,4061,P02503_E,P025,25,3,E,3922,C1,Yr2,556527.3,2939546.1,2/3/2010,Ridge,,31,,,31,461,430,200,
3923,4062,P02503_N,P025,25,3,N,3923,C1,Yr2,556503.5,2939571,2/3/2010,Ridge,,34,,,34,461,427,200,
3924,4063,P02504_C,P025,25,4,C,3924,C1,Yr2,556417.8,2939464.6,2/3/2010,Ridge,,32,,,32,461,429,200,
3925,4064,P02504_E,P025,25,4,E,3925,C1,Yr2,556437.8,2939471.1,2/3/2010,Ridge,,39,,,39,461,422,200,
3926,4065,P02504_N,P025,25,4,N,3926,C1,Yr2,556412.9,2939479.8,2/3/2010,Ridge,,37,,,37,461,424,200,
3927,4066,P02505_C,P025,25,5,C,3927,C1,Yr2,556655.5,2939544.3,2/3/2010,Ridge,,31,,,31,461,430,200,
3928,4067,P02505_E,P025,25,5,E,3928,C1,Yr2,556668.8,2939548.6,2/3/2010,Ridge,,35,,,35,461,426,200,
3929,4068,P02505_N,P025,25,5,N,3929,C1,Yr2,556649.3,2939563.3,2/3/2010,Ridge,,29,,,29,461,432,200,
3930,4069,P02506_C,P025,25,6,C,3930,C1,Yr2,556986.2,2939533.6,2/3/2010,Ridge,,23,,,23,461,438,200,
3931,4070,P02506_E,P025,25,6,E,3931,C1,Yr2,557009.9,2939541.3,2/3/2010,Ridge,,27,,,27,461,434,200,
3932,4071,P02506_N,P025,25,6,N,3932,C1,Yr2,556975.7,2939565.9,2/3/2010,Ridge,,23,,,23,461,438,200,
3933,4072,P02507_C,P025,25,7,C,3933,C1,Yr2,556637.2,2939634,2/3/2010,Ridge,,26,,,26,461,435,200,
3934,4073,P02507_E,P025,25,7,E,3934,C1,Yr2,556648.6,2939637.7,2/3/2010,Ridge,,22,,,22,461,439,200,
3935,4074,P02507_N,P025,25,7,N,3935,C1,Yr2,556632.5,2939648.2,2/3/2010,Ridge,,26,,,26,461,435,200,
3936,4075,P02508_C,P025,25,8,C,3936,C1,Yr2,556752.4,2939468.3,2/3/2010,Ridge,,32,,,32,461,429,100,
3937,4076,P02508_E,P025,25,8,E,3937,C1,Yr2,556761,2939471.1,2/3/2010,Ridge,,31,,,31,461,430,100,
3938,4077,P02508_N,P025,25,8,N,3938,C1,Yr2,556746.5,2939486.4,2/3/2010,Ridge,,25,,,25,461,436,200,
3939,4078,P02509_C,P025,25,9,C,3939,C1,Yr2,556837,2939702.4,2/3/2010,Ridge,,27,,,27,461,434,200,
3940,4079,P02509_E,P025,25,9,E,3940,C1,Yr2,556850.3,2939706.7,2/3/2010,Ridge,,23,,,23,461,438,200,
3941,4080,P02509_N,P025,25,9,N,3941,C1,Yr2,556826.5,2939734.7,2/3/2010,Ridge,,26,,,26,461,435,200,
3942,4081,P02510_C,P025,25,10,C,3942,C1,Yr2,556934.8,2939432.6,2/3/2010,Ridge,,22,,,22,461,439,200,
3943,4082,P02510_E,P025,25,10,E,3943,C1,Yr2,556953.8,2939438.8,2/3/2010,Ridge,,23,,,23,461,438,100,
3944,4083,P02510_N,P025,25,10,N,3944,C1,Yr2,556929.9,2939447.8,2/3/2010,Ridge,,25,,,25,461,436,200,
3945,4084,P02511_C,P025,25,11,C,3945,C1,Yr2,557475.5,2939448.3,2/3/2010,slough,,20,,,20,461,441,100,
3946,4085,P02511_E,P025,25,11,E,3946,C1,Yr2,557493.6,2939454.2,2/3/2010,slough,,24,,,24,461,437,100,
3947,4086,P02511_N,P025,25,11,N,3947,C1,Yr2,557473.7,2939454,2/3/2010,slough,,19,,,19,461,442,100,
3948,4087,P02512_C,P025,25,12,C,3948,C1,Yr2,557519.1,2939281.3,2/3/2010,Ridge,,17,,,17,461,444,100,
3949,4088,P02512_E,P025,25,12,E,3949,C1,Yr2,557541,2939288.4,2/3/2010,Ridge,,15,,,15,461,446,100,
3950,4089,P02512_N,P025,25,12,N,3950,C1,Yr2,557512.3,2939302.2,2/3/2010,Ridge,,19,,,19,461,442,100,
3951,4090,P02513_C,P025,25,13,C,3951,C1,Yr2,557634.6,2939518.8,2/3/2010,slough,,23,,,23,461,438,,
3952,4091,P02513_E,P025,25,13,E,3952,C1,Yr2,557660.2,2939527.2,2/3/2010,slough,,20,,,20,461,441,,
3953,4092,P02513_N,P025,25,13,N,3953,C1,Yr2,557624.1,2939551.1,2/3/2010,Ridge,,15,,,15,461,446,200,
3954,4093,P02514_C,P025,25,14,C,3954,C1,Yr2,557694.2,2939333,2/3/2010,Ridge,,22,,,22,461,439,100,
3955,4094,P02514_E,P025,25,14,E,3955,C1,Yr2,557710.3,2939338.3,2/3/2010,Ridge,,30,,,30,461,431,100,
3956,4095,P02514_N,P025,25,14,N,3956,C1,Yr2,557689.5,2939347.3,2/3/2010,Ridge,,23,,,23,461,438,100,
3957,4096,P02515_C,P025,25,15,C,3957,C1,Yr2,557445.5,2939490.3,2/3/2010,Ridge,,19,,,19,461,442,200,
3958,4097,P02515_E,P025,25,15,E,3958,C1,Yr2,557471.1,2939498.6,2/3/2010,Ridge,,22,,,22,461,439,200,
3959,4098,P02515_N,P025,25,15,N,3959,C1,Yr2,557438.4,2939512.1,2/3/2010,Ridge,,15,,,15,461,446,200,
3960,4099,P02516_C,P025,25,16,C,3960,C1,Yr2,557705.7,2939641,2/3/2010,Ridge,,9,,,9,461,452,200,
3961,4100,P02516_E,P025,25,16,E,3961,C1,Yr2,557721.9,2939646.2,2/3/2010,Ridge,,18,,,18,461,443,100,
3962,4101,P02516_N,P025,25,16,N,3962,C1,Yr2,557700.2,2939658.1,2/3/2010,Ridge,,14,,,14,461,447,200,
3963,4102,P02517_C,P025,25,17,C,3963,C1,Yr2,557826.7,2939753.4,2/3/2010,Ridge,,21,,,21,461,440,200,
3964,4103,P02517_E,P025,25,17,E,3964,C1,Yr2,557839.1,2939757.4,2/3/2010,Ridge,,15,,,15,461,446,200,
3965,4104,P02517_N,P025,25,17,N,3965,C1,Yr2,557823.9,2939761.9,2/3/2010,Ridge,,19,,,19,461,442,200,
3966,4105,P02518_C,P025,25,18,C,3966,C1,Yr2,557833.4,2939589.5,2/3/2010,Ridge,,14,,,14,461,447,200,
3967,4106,P02518_E,P025,25,18,E,3967,C1,Yr2,557862.9,2939599.1,2/3/2010,slough,,13,,,13,461,448,,
3968,4107,P02518_N,P025,25,18,N,3968,C1,Yr2,557826.6,2939610.4,2/3/2010,Ridge,,15,,,15,461,446,100,
3969,4108,P02519_C,P025,25,19,C,3969,C1,Yr2,557546.9,2939744.4,2/3/2010,Ridge,,16,,,16,461,445,100,
3970,4109,P02519_E,P025,25,19,E,3970,C1,Yr2,557556.4,2939747.4,2/3/2010,Ridge,,11,,,11,461,450,100,
3971,4110,P02519_N,P025,25,19,N,3971,C1,Yr2,557542.6,2939757.7,2/3/2010,Ridge,,16,,,16,461,445,100,
3972,4111,P02520_C,P025,25,20,C,3972,C1,Yr2,557621.5,2939554.2,2/3/2010,slough,,16,,,16,461,445,,
3973,4112,P02520_E,P025,25,20,E,3973,C1,Yr2,557654.7,2939565,2/3/2010,slough,,20,,,20,461,441,,
3974,4113,P02520_N,P025,25,20,N,3974,C1,Yr2,557611.6,2939584.6,2/3/2010,slough,,22,,,22,461,439,100,
3975,4114,P02521_C,P025,25,21,C,3975,C1,Yr2,557053.1,2941036.9,2/3/2010,Ridge,,21,,,21,461,440,200,
3976,4115,P02521_E,P025,25,21,E,3976,C1,Yr2,557075,2941044,2/3/2010,Ridge,,18,,,18,461,443,200,
3977,4116,P02521_N,P025,25,21,N,3977,C1,Yr2,557047.9,2941053.1,2/3/2010,Ridge,,22,,,22,461,439,200,
3978,4117,P02522_C,P025,25,22,C,3978,C1,Yr2,556418.9,2940337.4,2/3/2010,Ridge,,20,,,20,461,441,100,
3979,4118,P02522_E,P025,25,22,E,3979,C1,Yr2,556440.8,2940344.5,2/3/2010,Ridge,,28,,,28,461,433,100,
3980,4119,P02522_N,P025,25,22,N,3980,C1,Yr2,556415.2,2940348.8,2/3/2010,Ridge,,29,,,29,461,432,100,
3981,4120,P02523_C,P025,25,23,C,3981,C1,Yr2,556206.4,2940440.6,2/3/2010,Ridge,,27,,,27,461,434,100,
3982,4121,P02523_E,P025,25,23,E,3982,C1,Yr2,556236.8,2940450.5,2/3/2010,Ridge,,27,,,27,461,434,100,
3983,4122,P02523_N,P025,25,23,N,3983,C1,Yr2,556200.8,2940457.7,2/3/2010,Ridge,,28,,,28,461,433,100,
3984,4123,P02524_C,P025,25,24,C,3984,C1,Yr2,556245.8,2940305.6,2/3/2010,Ridge,,31,,,31,461,430,100,
3985,4124,P02524_E,P025,25,24,E,3985,C1,Yr2,556261,2940310.6,2/3/2010,Ridge,,34,,,34,461,427,100,
3986,4125,P02524_N,P025,25,24,N,3986,C1,Yr2,556242.1,2940317,2/3/2010,Ridge,,32,,,32,461,429,100,
3987,4126,P02525_C,P025,25,25,C,3987,C1,Yr2,556424.3,2940462.6,2/3/2010,Ridge,,30,,,30,461,431,100,
3988,4127,P02525_E,P025,25,25,E,3988,C1,Yr2,556436.7,2940466.6,2/3/2010,Ridge,,29,,,29,461,432,100,
3989,4128,P02525_N,P025,25,25,N,3989,C1,Yr2,556420.3,2940475,2/3/2010,Ridge,,30,,,30,461,431,100,
3990,4129,P02526_C,P025,25,26,C,3990,C1,Yr2,556567.7,2940257.2,2/3/2010,Ridge,,21,,,21,461,440,100,
3991,4130,P02526_E,P025,25,26,E,3991,C1,Yr2,556591.4,2940264.9,2/3/2010,Ridge,,29,,,29,461,432,100,
3992,4131,P02526_N,P025,25,26,N,3992,C1,Yr2,556559.6,2940281.9,2/3/2010,Ridge,,28,,,28,461,433,100,
3993,4132,P02527_C,P025,25,27,C,3993,C1,Yr2,556444.8,2940330.9,2/3/2010,Ridge,,31,,,31,461,430,100,
3994,4133,P02527_E,P025,25,27,E,3994,C1,Yr2,556476.2,2940341.1,2/3/2010,Ridge,,32,,,32,461,429,100,
3995,4134,P02527_N,P025,25,27,N,3995,C1,Yr2,556435.6,2940359.4,2/3/2010,Ridge,,32,,,32,461,429,100,
3996,4135,P02528_C,P025,25,28,C,3996,C1,Yr2,556381.9,2940146.7,2/3/2010,Ridge,,30,,,30,461,431,100,
3997,4136,P02528_E,P025,25,28,E,3997,C1,Yr2,556388.6,2940148.9,2/3/2010,Ridge,,25,,,25,461,436,100,
3998,4137,P02528_N,P025,25,28,N,3998,C1,Yr2,556373.9,2940171.5,2/3/2010,Ridge,,26,,,26,461,435,100,
3999,4138,P02529_C,P025,25,29,C,3999,C1,Yr2,556512.2,2940413.1,2/3/2010,Ridge,,26,,,26,461,435,100,
4000,4139,P02529_E,P025,25,29,E,4000,C1,Yr2,556540.7,2940422.4,2/3/2010,Ridge,,32,,,32,461,429,100,
4001,4140,P02529_N,P025,25,29,N,4001,C1,Yr2,556507.6,2940427.4,2/3/2010,Ridge,,28,,,28,461,433,100,
4002,4141,P02530_C,P025,25,30,C,4002,C1,Yr2,556558,2940190.7,2/3/2010,Ridge,,23,,,23,461,438,100,
4003,4142,P02530_E,P025,25,30,E,4003,C1,Yr2,556588.4,2940200.6,2/3/2010,Ridge,,31,,,31,461,430,100,
4004,4143,P02530_N,P025,25,30,N,4004,C1,Yr2,556549.3,2940217.3,2/3/2010,Ridge,,25,,,25,461,436,100,
4005,4144,P02531_C,P025,25,31,C,4005,C1,Yr2,556741.4,2941724.4,2/3/2010,slough,,27,,,27,461,434,,
4006,4145,P02531_E,P025,25,31,E,4006,C1,Yr2,556749,2941726.9,2/3/2010,slough,,29,,,29,461,432,,
4007,4146,P02531_N,P025,25,31,N,4007,C1,Yr2,556735.5,2941742.5,2/3/2010,Ridge,,24,,,24,461,437,300,
4008,4147,P02532_C,P025,25,32,C,4008,C1,Yr2,557100.4,2940721.5,2/3/2010,Ridge,,24,,,24,461,437,200,
4009,4148,P02532_E,P025,25,32,E,4009,C1,Yr2,557108.9,2940724.2,2/3/2010,Ridge,,23,,,23,461,438,200,
4010,4149,P02532_N,P025,25,32,N,4010,C1,Yr2,557094.8,2940738.6,2/3/2010,Ridge,,25,,,25,461,436,200,
4011,4150,P02533_C,P025,25,33,C,4011,C1,Yr2,557269,2941093.2,2/3/2010,Ridge,,10,,,10,461,451,100,
4012,4151,P02533_E,P025,25,33,E,4012,C1,Yr2,557287,2941099.1,2/3/2010,Ridge,,21,,,21,461,440,100,
4013,4152,P02533_N,P025,25,33,N,4013,C1,Yr2,557263.7,2941109.4,2/3/2010,Ridge,,9,,,9,461,452,100,
4014,4153,P02534_C,P025,25,34,C,4014,C1,Yr2,557133.2,2940501.2,2/3/2010,Ridge,,24,,,24,461,437,100,
4015,4154,P02534_E,P025,25,34,E,4015,C1,Yr2,557144.6,2940504.9,2/3/2010,Ridge,,20,,,20,461,441,100,
4016,4155,P02534_N,P025,25,34,N,4016,C1,Yr2,557129.2,2940513.6,2/3/2010,Ridge,,23,,,23,461,438,100,
4017,4156,P02535_C,P025,25,35,C,4017,C1,Yr2,557715,2940679.9,2/3/2010,Ridge,,24,,,24,461,437,200,
4018,4157,P02535_E,P025,25,35,E,4018,C1,Yr2,557734.9,2940686.4,2/3/2010,Ridge,,25,,,25,461,436,200,
4019,4158,P02535_N,P025,25,35,N,4019,C1,Yr2,557713.1,2940685.6,2/3/2010,Ridge,,25,,,25,461,436,200,
4020,4159,P02536_C,P025,25,36,C,4020,C1,Yr2,556996.5,2940781.9,2/3/2010,Ridge,,22,,,22,461,439,100,
4021,4160,P02536_E,P025,25,36,E,4021,C1,Yr2,557005.1,2940784.7,2/3/2010,Ridge,,22,,,22,461,439,100,
4022,4161,P02536_N,P025,25,36,N,4022,C1,Yr2,556991,2940799,2/3/2010,Ridge,,23,,,23,461,438,100,
4023,4162,P02537_C,P025,25,37,C,4023,C1,Yr2,557477,2940890.4,2/3/2010,Ridge,,27,,,27,461,434,100,
4024,4163,P02537_E,P025,25,37,E,4024,C1,Yr2,557503.6,2940899,2/3/2010,Ridge,,23,,,23,461,438,100,
4025,4164,P02537_N,P025,25,37,N,4025,C1,Yr2,557470.5,2940910.4,2/3/2010,Ridge,,24,,,24,461,437,100,
4026,4165,P02538_C,P025,25,38,C,4026,C1,Yr2,556753.4,2940824,2/3/2010,Ridge,,26,,,26,461,435,100,
4027,4166,P02538_E,P025,25,38,E,4027,C1,Yr2,556759.1,2940825.9,2/3/2010,Ridge,,24,,,24,461,437,100,
4028,4167,P02538_N,P025,25,38,N,4028,C1,Yr2,556746.2,2940845.9,2/3/2010,Ridge,,23,,,23,461,438,100,
4029,4168,P02539_C,P025,25,39,C,4029,C1,Yr2,556008,2942302.7,2/3/2010,slough,,41,,,41,460,419,,
4030,4169,P02539_E,P025,25,39,E,4030,C1,Yr2,556022.2,2942307.3,2/3/2010,slough,,33,,,33,460,427,,
4031,4170,P02539_N,P025,25,39,N,4031,C1,Yr2,556005.2,2942311.2,2/3/2010,slough,,55,,,55,460,405,,
4032,4171,P02540_C,P025,25,40,C,4032,C1,Yr2,557366.8,2940600.8,2/3/2010,Ridge,,28,,,28,461,433,100,
4033,4172,P02540_E,P025,25,40,E,4033,C1,Yr2,557394.4,2940609.8,2/3/2010,Ridge,,30,,,30,461,431,100,
4034,4173,P02540_N,P025,25,40,N,4034,C1,Yr2,557362.8,2940613.2,2/3/2010,Ridge,,25,,,25,461,436,100,
4035,4174,P02541_C,P025,25,41,C,4035,C1,Yr2,556953.6,2941239.1,2/3/2010,Ridge,,11,,,11,461,450,100,
4036,4175,P02541_E,P025,25,41,E,4036,C1,Yr2,556979.3,2941247.5,2/3/2010,Ridge,,20,,,20,461,441,100,
4037,4176,P02541_N,P025,25,41,N,4037,C1,Yr2,556944.4,2941267.7,2/3/2010,Ridge,,21,,,21,461,440,100,
4038,4177,P02542_C,P025,25,42,C,4038,C1,Yr2,556093.2,2941271.9,2/3/2010,Ridge,,31,,,31,461,430,100,
4039,4178,P02542_E,P025,25,42,E,4039,C1,Yr2,556116,2941279.3,2/3/2010,Ridge,,36,,,36,461,425,100,
4040,4179,P02542_N,P025,25,42,N,4040,C1,Yr2,556085.7,2941294.7,2/3/2010,Ridge,,29,,,29,461,432,100,
4041,4180,P02543_C,P025,25,43,C,4041,C1,Yr2,556860.6,2941330.7,2/3/2010,Slough/Tree Island,,23,,,23,461,438,,
4042,4181,P02543_E,P025,25,43,E,4042,C1,Yr2,556869.2,2941333.4,2/3/2010,slough,,26,,,26,461,435,,
4043,4182,P02543_N,P025,25,43,N,4043,C1,Yr2,556856,2941344.9,2/3/2010,Slough/Tree Island,,25,,,25,461,436,,
4044,4183,P02544_C,P025,25,44,C,4044,C1,Yr2,556769.4,2941254.9,2/3/2010,Ridge/Slough,,24,,,24,461,437,100,
4045,4184,P02544_E,P025,25,44,E,4045,C1,Yr2,556799.8,2941264.8,2/3/2010,Ridge,,26,,,26,461,435,100,
4046,4185,P02544_N,P025,25,44,N,4046,C1,Yr2,556764.7,2941269.2,2/3/2010,Ridge,,24,,,24,461,437,100,
4047,4186,P02546_C,P025,25,46,C,4047,C1,Yr2,556349.9,2941315.1,2/3/2010,Ridge,,28,,,28,461,433,100,
4048,4187,P02546_E,P025,25,46,E,4048,C1,Yr2,556356.5,2941317.3,2/3/2010,Ridge,,27,,,27,461,434,100,
4049,4188,P02546_N,P025,25,46,N,4049,C1,Yr2,556339.1,2941348.4,2/3/2010,Ridge,,31,,,31,461,430,100,
4050,4189,P02547_C,P025,25,47,C,4050,C1,Yr2,556151.5,2941366.3,2/3/2010,slough,,37,,,37,461,424,,
4051,4190,P02547_E,P025,25,47,E,4051,C1,Yr2,556167.7,2941371.5,2/3/2010,Ridge/Slough,,35,,,35,461,426,100,
4052,4191,P02547_N,P025,25,47,N,4052,C1,Yr2,556141,2941398.6,2/3/2010,Ridge,,26,,,26,461,435,100,
4053,4192,P02548_C,P025,25,48,C,4053,C1,Yr2,556194.3,2941363.1,2/3/2010,Ridge,,32,,,32,461,429,100,
4054,4193,P02548_E,P025,25,48,E,4054,C1,Yr2,556201,2941365.3,2/3/2010,Ridge,,31,,,31,461,430,100,
4055,4194,P02548_N,P025,25,48,N,4055,C1,Yr2,556189.4,2941378.4,2/3/2010,Ridge,,30,,,30,461,431,100,
4056,4195,P02549_C,P025,25,49,C,4056,C1,Yr2,556179.7,2941513.7,2/3/2010,Ridge,,33,,,33,461,428,100,
4057,4196,P02549_E,P025,25,49,E,4057,C1,Yr2,556204.4,2941521.7,2/3/2010,Ridge,,30,,,30,461,431,100,
4058,4197,P02549_N,P025,25,49,N,4058,C1,Yr2,556175.4,2941527,2/3/2010,Ridge,,31,,,31,461,430,100,
4059,4198,P02562_C,P025,25,62,C,4059,C1,Yr2,556084.4,2942129.1,2/3/2010,slough,,45,,,45,460,415,,
4060,4199,P02562_E,P025,25,62,E,4060,C1,Yr2,556112.9,2942138.4,2/3/2010,slough,,31,,,31,460,429,,
4061,4200,P02562_N,P025,25,62,N,4061,C1,Yr2,556078.5,2942147.2,2/3/2010,Ridge/Slough,,33,,,33,460,427,,
4062,4201,P02564_C,P025,25,64,C,4062,C1,Yr2,556033.8,2942082.4,2/3/2010,Ridge,,43,,,43,460,417,,
4063,4202,P02564_E,P025,25,64,E,4063,C1,Yr2,556043.3,2942085.5,2/3/2010,Ridge,,44,,,44,460,416,,
4064,4203,P02564_N,P025,25,64,N,4064,C1,Yr2,556029.8,2942094.7,2/3/2010,Ridge,,46,,,46,460,414,,
4065,4204,P02565_C,P025,25,65,C,4065,C1,Yr2,557054.1,2941038,2/3/2010,Ridge,,16,,,16,461,445,200,
4066,4205,P02565_E,P025,25,65,E,4066,C1,Yr2,557061.7,2941040.5,2/3/2010,Ridge,,18,,,18,461,443,200,
4067,4206,P02565_N,P025,25,65,N,4067,C1,Yr2,557048.3,2941056.1,2/3/2010,Ridge,,22,,,22,461,439,200,
4068,4207,P02567_C,P025,25,67,C,4068,C1,Yr2,557421.9,2941175.9,2/3/2010,Ridge,,24,,,24,461,437,100,
4069,4208,P02567_E,P025,25,67,E,4069,C1,Yr2,557452.4,2941185.8,2/3/2010,Ridge,,19,,,19,461,442,100,
4070,4209,P02567_N,P025,25,67,N,4070,C1,Yr2,557416.4,2941193,2/3/2010,Ridge,,20,,,20,461,441,100,
4071,4210,P02568_C,P025,25,68,C,4071,C1,Yr2,556675.6,2941747.4,2/3/2010,slough,,23,,,23,461,438,,
4072,4211,P02568_E,P025,25,68,E,4072,C1,Yr2,556691.7,2941752.6,2/3/2010,Ridge,,26,,,26,461,435,200,
4073,4212,P02568_N,P025,25,68,N,4073,C1,Yr2,556672.8,2941756,2/3/2010,slough,,26,,,26,461,435,,
4074,4213,P02569_C,P025,25,69,C,4074,C1,Yr2,556482.8,2941651.3,2/3/2010,Ridge,,31,,,31,461,430,100,
4075,4214,P02569_E,P025,25,69,E,4075,C1,Yr2,556487.6,2941652.8,2/3/2010,Ridge,,29,,,29,461,432,100,
4076,4215,P02569_N,P025,25,69,N,4076,C1,Yr2,556475.4,2941674.1,2/3/2010,Ridge,,29,,,29,461,432,100,
4077,4216,P02570_C,P025,25,70,C,4077,C1,Yr2,556392.1,2941460.4,2/3/2010,Ridge,,31,,,31,461,430,100,
4078,4217,P02570_E,P025,25,70,E,4078,C1,Yr2,556418.7,2941469,2/3/2010,Ridge,,30,,,30,461,431,100,
4079,4218,P02570_N,P025,25,70,N,4079,C1,Yr2,556389.9,2941467,2/3/2010,Ridge,,32,,,32,461,429,100,
4080,4219,P02571_C,P025,25,71,C,4080,C1,Yr2,556399.1,2941221.2,2/3/2010,Ridge,,26,,,26,461,435,100,
4081,4220,P02571_E,P025,25,71,E,4081,C1,Yr2,556403.8,2941222.7,2/3/2010,Ridge,,25,,,25,461,436,100,
4082,4221,P02571_N,P025,25,71,N,4082,C1,Yr2,556388.3,2941254.5,2/3/2010,Ridge,,27,,,27,461,434,100,
4083,4222,P02572_C,P025,25,72,C,4083,C1,Yr2,556546,2941097.8,2/3/2010,Ridge,,26,,,26,461,435,100,
4084,4223,P02572_E,P025,25,72,E,4084,C1,Yr2,556577.4,2941108,2/3/2010,Ridge,,24,,,24,461,437,100,
4085,4224,P02572_N,P025,25,72,N,4085,C1,Yr2,556542.3,2941109.2,2/3/2010,Ridge,,28,,,28,461,433,100,
4086,4225,P02573_C,P025,25,73,C,4086,C1,Yr2,556781.1,2941086.6,2/3/2010,Ridge,,30,,,30,461,431,100,
4087,4226,P02573_E,P025,25,73,E,4087,C1,Yr2,556805.8,2941094.7,2/3/2010,Ridge,,30,,,30,461,431,100,
4088,4227,P02573_N,P025,25,73,N,4088,C1,Yr2,556772.1,2941114.2,2/3/2010,Ridge,,32,,,32,461,429,100,
4089,4228,P02574_C,P025,25,74,C,4089,C1,Yr2,556958.5,2940828.3,2/3/2010,Ridge,,25,,,25,461,436,100,
4090,4229,P02574_E,P025,25,74,E,4090,C1,Yr2,556989.9,2940838.5,2/3/2010,Ridge,,23,,,23,461,438,100,
4091,4230,P02574_N,P025,25,74,N,4091,C1,Yr2,556952.6,2940846.3,2/3/2010,Ridge,,24,,,24,461,437,100,
4092,4231,P02575_C,P025,25,75,C,4092,C1,Yr2,556997.9,2940691.1,2/3/2010,Ridge,,26,,,26,461,435,200,
4093,4232,P02575_E,P025,25,75,E,4093,C1,Yr2,557004.6,2940693.3,2/3/2010,Ridge,,24,,,24,461,437,100,
4094,4233,P02575_N,P025,25,75,N,4094,C1,Yr2,556991.4,2940711.1,2/3/2010,Ridge,,23,,,23,461,438,200,
4095,4234,P02576_C,P025,25,76,C,4095,C1,Yr2,556989.4,2940583.6,2/3/2010,Ridge,,25,,,25,461,436,200,
4096,4235,P02576_E,P025,25,76,E,4096,C1,Yr2,557009.4,2940590.1,2/3/2010,Ridge,,25,,,25,461,436,200,
4097,4236,P02576_N,P025,25,76,N,4097,C1,Yr2,556981.7,2940607.4,2/3/2010,Ridge,,24,,,24,461,437,200,
4098,4237,P02577_C,P025,25,77,C,4098,C1,Yr2,556723.6,2940357.6,2/3/2010,Ridge,,23,,,23,461,438,100,
4099,4238,P02577_E,P025,25,77,E,4099,C1,Yr2,556754.9,2940367.8,2/3/2010,Ridge,,25,,,25,461,436,100,
4100,4239,P02577_N,P025,25,77,N,4100,C1,Yr2,556718.3,2940373.8,2/3/2010,Ridge,,26,,,26,461,435,100,
4101,4240,P02578_C,P025,25,78,C,4101,C1,Yr2,556900.4,2940224.4,2/3/2010,Ridge,,24,,,24,461,437,100,
