PSU_CY,PSU_CY_YR,PSU_ID,PSU,PLOT,CLUS,POINT,EAST_UTM_NAD83,NORTH_UTM_NAD83,SampDate,WD1,WD2,WD3,WD_MN,CLAJAM_HT,HABITAT_L2,DATASHEET,EDENWSE,SOILDEP,GR_ELEV,BR_ELEV,SOILDEP_corr,MAP_CLASS,MAP_CLASS_corr,OBSERVER
C1,3,43,P043,10_N,10,N,539424,2895315,11/8/2012,62,1,1,63,1,Ridge,NA,305,NA,242,NA,NA,NA,NA,NA
C1,3,43,P043,11_C,11,C,539804,2895777,11/8/2012,67,1,1,65,2,Ridge,NA,306,TRUE,241,TRUE,NA,NA,NA,NA
C1,3,43,P043,11_E,11,E,539833,2895778,11/8/2012,64,1,1,64,1,Ridge,NA,306,NA,242,NA,NA,NA,NA,NA
C1,3,43,P043,11_N,11,N,539804,2895811,11/8/2012,66,1,1,65,2,Ridge,NA,306,NA,241,NA,NA,NA,NA,NA
C1,3,43,P043,13_C,13,C,539844,2895669,11/8/2012,61,1,1,60,2,Ridge,NA,306,TRUE,246,TRUE,NA,NA,NA,NA
C1,3,43,P043,13_E,13,E,539848,2895668,11/8/2012,62,1,1,63,2,Ridge,NA,306,NA,243,NA,NA,NA,NA,NA
C1,3,43,P043,13_N,13,N,539844,2895697,11/8/2012,66,1,1,66,1,Ridge,NA,306,NA,240,NA,NA,NA,NA,NA
C1,3,43,P043,15_C,15,C,539799,2895723,11/8/2012,60,1,1,60,2,Ridge,NA,306,TRUE,246,TRUE,NA,NA,NA,NA
C1,3,43,P043,15_E,15,E,539818,2895723,11/8/2012,64,1,1,65,2,Ridge,NA,306,NA,241,NA,NA,NA,NA,NA
C1,3,43,P043,15_N,15,N,539800,2895735,11/8/2012,64,1,1,64,3,Ridge,NA,306,NA,242,NA,NA,NA,NA,NA
C1,3,43,P043,17_C,17,C,540303,2895853,11/8/2012,67,1,1,66,1,Ridge/Slough,NA,305,TRUE,239,TRUE,NA,NA,NA,NA
C1,3,43,P043,17_E,17,E,540336,2895852,11/8/2012,72,1,1,69,0,Ridge/Slough,NA,305,NA,236,NA,NA,NA,NA,NA
C1,3,43,P043,17_N,17,N,540304,2895887,11/8/2012,66,1,1,67,2,Ridge/Slough,NA,305,NA,238,NA,NA,NA,NA,NA
C1,3,43,P043,19_C,19,C,540101,2895869,11/8/2012,67,1,1,66,0,Wet Prairie,NA,305,TRUE,239,TRUE,NA,NA,NA,NA
C1,3,43,P043,19_E,19,E,540119,2895869,11/8/2012,63,1,1,61,1,Wet Prairie,NA,305,NA,244,NA,NA,NA,NA,NA
C1,3,43,P043,19_N,19,N,540101,2895877,11/8/2012,66,1,1,65,0,Wet Prairie,NA,305,NA,240,NA,NA,NA,NA,NA
C1,3,43,P043,20_C,20,C,540236,2895592,11/8/2012,67,1,1,66,2,Ridge,NA,305,TRUE,239,TRUE,NA,NA,NA,NA
C1,3,43,P043,20_E,20,E,540243,2895592,11/8/2012,66,1,1,66,2,Ridge,NA,305,NA,239,NA,NA,NA,NA,NA
C1,3,43,P043,20_N,20,N,540236,2895615,11/8/2012,65,1,1,63,2,Ridge,NA,305,NA,242,NA,NA,NA,NA,NA
C1,3,43,P043,23_C,23,C,538865,2896413,11/8/2012,58,1,1,59,1,Ridge,NA,306,TRUE,247,TRUE,NA,NA,NA,NA
C1,3,43,P043,23_E,23,E,538872,2896414,11/8/2012,57,1,1,56,1,Ridge,NA,306,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,23_N,23,N,538865,2896424,11/8/2012,55,1,1,54,1,Ridge,NA,306,NA,252,NA,NA,NA,NA,NA
C1,3,43,P043,24_C,24,C,538677,2896552,11/8/2012,57,1,1,56,2,Ridge,NA,306,TRUE,250,TRUE,NA,NA,NA,NA
C1,3,43,P043,24_E,24,E,538704,2896553,11/8/2012,57,1,1,57,1,Ridge,NA,306,NA,249,NA,NA,NA,NA,NA
C1,3,43,P043,24_N,24,N,538677,2896583,11/8/2012,56,1,1,55,1,Ridge,NA,306,NA,251,NA,NA,NA,NA,NA
C1,3,43,P043,25_C,25,C,538696,2896401,11/8/2012,58,1,1,57,1,Ridge,NA,306,TRUE,249,TRUE,NA,NA,NA,NA
C1,3,43,P043,25_E,25,E,538705,2896402,11/8/2012,57,1,1,54,1,Ridge,NA,306,NA,252,NA,NA,NA,NA,NA
C1,3,43,P043,25_N,25,N,538699,2896423,11/8/2012,53,1,1,51,2,Ridge,NA,306,NA,255,NA,NA,NA,NA,NA
C1,3,43,P043,27_C,27,C,539089,2896593,11/8/2012,59,1,1,58,2,Ridge,NA,306,TRUE,248,TRUE,NA,NA,NA,NA
C1,3,43,P043,27_E,27,E,539103,2896595,11/8/2012,63,1,1,62,0,Ridge,NA,306,NA,244,NA,NA,NA,NA,NA
C1,3,43,P043,27_N,27,N,539090,2896607,11/8/2012,57,1,1,58,1,Ridge,NA,306,NA,248,NA,NA,NA,NA,NA
C1,3,43,P043,28_C,28,C,539122,2896277,11/8/2012,58,1,1,59,0,Wet Prairie,NA,305,TRUE,246,TRUE,NA,NA,NA,NA
C1,3,43,P043,28_E,28,E,539153,2896278,11/8/2012,62,1,1,58,0,Wet Prairie,NA,305,NA,247,NA,NA,NA,NA,NA
C1,3,43,P043,28_N,28,N,539122,2896282,11/8/2012,58,1,1,58,0,Wet Prairie,NA,305,NA,247,NA,NA,NA,NA,NA
C1,3,43,P043,29_C,29,C,539007,2896501,11/8/2012,63,1,1,58,2,Ridge,NA,306,TRUE,248,TRUE,NA,NA,NA,NA
C1,3,43,P043,29_E,29,E,539036,2896501,11/8/2012,63,1,1,59,2,Ridge,NA,306,NA,247,NA,NA,NA,NA,NA
C1,3,43,P043,29_N,29,N,539005,2896532,11/8/2012,57,1,1,56,2,Ridge,NA,306,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,33_C,33,C,539494,2896452,11/8/2012,56,1,1,57,1,Ridge,NA,306,TRUE,249,TRUE,NA,NA,NA,NA
C1,3,43,P043,33_E,33,E,539506,2896452,11/8/2012,55,1,1,56,1,Ridge,NA,306,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,33_N,33,N,539494,2896469,11/8/2012,55,1,1,55,2,Ridge,NA,306,NA,251,NA,NA,NA,NA,NA
C1,3,43,P043,34_C,34,C,539325,2896491,11/8/2012,57,1,1,58,0,Wet Prairie,NA,306,TRUE,248,TRUE,NA,NA,NA,NA
C1,3,43,P043,34_E,34,E,539354,2896491,11/8/2012,62,1,1,60,1,Wet Prairie,NA,306,NA,246,NA,NA,NA,NA,NA
C1,3,43,P043,34_N,34,N,539325,2896496,11/8/2012,56,1,1,56,0,Wet Prairie,NA,306,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,35_C,35,C,539429,2896311,11/8/2012,60,1,1,61,0,Wet Prairie,NA,305,TRUE,244,TRUE,NA,NA,NA,NA
C1,3,43,P043,35_E,35,E,539459,2896311,11/8/2012,63,1,1,62,0,Wet Prairie,NA,305,NA,243,NA,NA,NA,NA,NA
C1,3,43,P043,35_N,35,N,539428,2896319,11/8/2012,59,1,1,59,0,Wet Prairie,NA,305,NA,246,NA,NA,NA,NA,NA
C1,3,43,P043,38_C,38,C,540061,2896743,11/8/2012,58,1,1,58,1,Ridge,NA,306,TRUE,248,TRUE,NA,NA,NA,NA
C1,3,43,P043,38_E,38,E,540065,2896743,11/8/2012,59,1,1,60,2,Ridge,NA,306,NA,246,NA,NA,NA,NA,NA
C1,3,43,P043,38_N,38,N,540060,2896767,11/8/2012,60,1,1,60,1,Ridge,NA,306,NA,246,NA,NA,NA,NA,NA
C1,3,43,P043,39_C,39,C,539897,2896859,11/8/2012,63,1,1,62,2,Ridge,NA,306,TRUE,244,TRUE,NA,NA,NA,NA
C1,3,43,P043,39_E,39,E,539915,2896859,11/8/2012,56,1,1,59,2,Ridge,NA,306,NA,247,NA,NA,NA,NA,NA
C1,3,43,P043,39_N,39,N,539896,2896880,11/8/2012,58,1,1,58,2,Ridge,NA,306,NA,248,NA,NA,NA,NA,NA
C1,3,43,P043,40_C,40,C,539971,2896693,11/8/2012,58,1,1,59,2,Ridge,NA,306,TRUE,247,TRUE,NA,NA,NA,NA
C1,3,43,P043,40_E,40,E,539989,2896694,11/8/2012,63,1,1,65,1,Ridge,NA,306,NA,241,NA,NA,NA,NA,NA
C1,3,43,P043,40_N,40,N,539971,2896698,11/8/2012,61,1,1,62,2,Ridge,NA,306,NA,244,NA,NA,NA,NA,NA
C1,3,43,P043,41_C,41,C,538575,2897289,11/8/2012,43,1,1,51,2,Ridge,NA,306,TRUE,255,TRUE,NA,NA,NA,NA
C1,3,43,P043,41_E,41,E,538597,2897289,11/8/2012,54,1,1,53,2,Ridge,NA,306,NA,253,NA,NA,NA,NA,NA
C1,3,43,P043,41_N,41,N,538572,2897293,11/8/2012,53,1,1,54,2,Ridge,NA,306,NA,252,NA,NA,NA,NA,NA
C1,3,43,P043,44_C,44,C,538492,2897414,11/8/2012,59,1,1,56,1,Ridge,NA,306,TRUE,250,TRUE,NA,NA,NA,NA
C1,3,43,P043,44_E,44,E,538514,2897414,11/8/2012,49,1,1,50,2,Ridge,NA,306,NA,256,NA,NA,NA,NA,NA
C1,3,43,P043,44_N,44,N,538493,2897429,11/8/2012,51,1,1,50,1,Wet Prairie,NA,306,NA,256,NA,NA,NA,NA,NA
C1,3,43,P043,45_C,45,C,538563,2897247,11/13/2012,55,1,1,56,2,Ridge,NA,303,TRUE,247,TRUE,NA,NA,NA,NA
C1,3,43,P043,45_E,45,E,538568,2897248,11/13/2012,48,1,1,49,2,Ridge,NA,303,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,45_N,45,N,538565,2897278,11/13/2012,54,1,1,52,2,Ridge,NA,303,NA,251,NA,NA,NA,NA,NA
C1,3,43,P043,48_C,48,C,538910,2898246,11/13/2012,53,1,1,51,1,Ridge,NA,303,TRUE,252,TRUE,NA,NA,NA,NA
C1,3,43,P043,48_E,48,E,538941,2898245,11/13/2012,54,1,1,55,1,Ridge,NA,303,NA,248,NA,NA,NA,NA,NA
C1,3,43,P043,48_N,48,N,538911,2898258,11/13/2012,40,1,1,47,2,Ridge,NA,303,NA,256,NA,NA,NA,NA,NA
C1,3,43,P043,49_C,49,C,538693,2898268,11/13/2012,50,1,1,51,2,Ridge,NA,303,TRUE,252,TRUE,NA,NA,NA,NA
C1,3,43,P043,49_E,49,E,538712,2898268,11/13/2012,55,1,1,54,2,Ridge,NA,303,NA,249,NA,NA,NA,NA,NA
C1,3,43,P043,49_N,49,N,538692,2898280,11/13/2012,54,1,1,53,2,Ridge,NA,303,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,50_C,50,C,538676,2898193,11/13/2012,51,1,1,50,2,Ridge,NA,303,TRUE,253,TRUE,NA,NA,NA,NA
C1,3,43,P043,50_E,50,E,538683,2898193,11/13/2012,51,1,1,52,2,Ridge,NA,303,NA,251,NA,NA,NA,NA,NA
C1,3,43,P043,50_N,50,N,538676,2898198,11/13/2012,54,1,1,54,2,Ridge,NA,303,NA,249,NA,NA,NA,NA,NA
C1,3,43,P043,52_C,52,C,538938,2898664,11/13/2012,49,1,1,48,1,Ridge,NA,303,TRUE,255,TRUE,NA,NA,NA,NA
C1,3,43,P043,52_E,52,E,538952,2898644,11/13/2012,51,1,1,52,2,Ridge,NA,303,NA,251,NA,NA,NA,NA,NA
C1,3,43,P043,52_N,52,N,538938,2898683,11/13/2012,46,1,1,49,1,Ridge,NA,303,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,53_C,53,C,539042,2898401,11/13/2012,56,1,1,52,2,Ridge,NA,303,TRUE,251,TRUE,NA,NA,NA,NA
C1,3,43,P043,53_E,53,E,539068,2898401,11/13/2012,54,1,1,53,2,Ridge,NA,303,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,53_N,53,N,539043,2898432,11/13/2012,48,1,1,48,2,Ridge,NA,303,NA,255,NA,NA,NA,NA,NA
C1,3,43,P043,54_C,54,C,538889,2898570,11/13/2012,53,1,1,51,2,Ridge,NA,303,TRUE,252,TRUE,NA,NA,NA,NA
C1,3,43,P043,54_E,54,E,538904,2898569,11/13/2012,51,1,1,48,2,Ridge,NA,303,NA,255,NA,NA,NA,NA,NA
C1,3,43,P043,54_N,54,N,538890,2898578,11/13/2012,48,1,1,49,1,Ridge,NA,303,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,56_C,56,C,539582,2897854,11/13/2012,48,1,1,49,0,Ridge,NA,303,TRUE,254,TRUE,NA,NA,NA,NA
C1,3,43,P043,56_E,56,E,539606,2897854,11/13/2012,50,1,1,49,1,Ridge,NA,303,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,56_N,56,N,539582,2897872,11/13/2012,47,1,1,47,0,Ridge,NA,303,NA,256,NA,NA,NA,NA,NA
C1,3,43,P043,58_C,58,C,539703,2897801,11/13/2012,55,1,1,55,2,Ridge,NA,303,TRUE,248,TRUE,NA,NA,NA,NA
C1,3,43,P043,58_E,58,E,539729,2897801,11/13/2012,51,1,1,53,2,Ridge,NA,303,NA,250,NA,NA,NA,NA,NA
C1,3,43,P043,58_N,58,N,539703,2897804,11/13/2012,55,1,1,56,1,Ridge,NA,303,NA,247,NA,NA,NA,NA,NA
C1,3,43,P043,59_C,59,C,539507,2897895,11/13/2012,45,1,1,53,2,Ridge,NA,303,TRUE,250,TRUE,NA,NA,NA,NA
C1,3,43,P043,59_E,59,E,539533,2897895,11/13/2012,52,1,1,51,1,Ridge,NA,303,NA,252,NA,NA,NA,NA,NA
C1,3,43,P043,59_N,59,N,539507,2897927,11/13/2012,52,1,1,49,2,Ridge,NA,303,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,61_C,61,C,537781,2899091,11/13/2012,45,1,1,44,2,Ridge,NA,304,TRUE,260,TRUE,NA,NA,NA,NA
C1,3,43,P043,61_E,61,E,537796,2899091,11/13/2012,45,1,1,45,2,Ridge,NA,304,NA,259,NA,NA,NA,NA,NA
C1,3,43,P043,61_N,61,N,537783,2899116,11/13/2012,44,1,1,44,1,Ridge,NA,304,NA,260,NA,NA,NA,NA,NA
C1,3,43,P043,62_C,62,C,537829,2899226,11/13/2012,42,1,1,43,1,Ridge,NA,304,TRUE,261,TRUE,NA,NA,NA,NA
C1,3,43,P043,62_E,62,E,537838,2899226,11/13/2012,44,1,1,45,2,Ridge,NA,304,NA,259,NA,NA,NA,NA,NA
C1,3,43,P043,62_N,62,N,537829,2899249,11/13/2012,45,1,1,46,1,Ridge,NA,304,NA,258,NA,NA,NA,NA,NA
C1,3,43,P043,65_C,65,C,537753,2899022,11/13/2012,50,1,1,50,2,Ridge,NA,304,TRUE,254,TRUE,NA,NA,NA,NA
C1,3,43,P043,65_E,65,E,537783,2899022,11/13/2012,55,1,1,53,2,Ridge,NA,304,NA,251,NA,NA,NA,NA,NA
C1,3,43,P043,65_N,65,N,537753,2899031,11/13/2012,30,1,1,41,1,Ridge,NA,304,NA,263,NA,NA,NA,NA,NA
C1,3,43,P043,66_C,66,C,538415,2899124,11/13/2012,48,1,1,49,2,Ridge,NA,304,TRUE,255,TRUE,NA,NA,NA,NA
C1,3,43,P043,66_E,66,E,538449,2899123,11/13/2012,45,1,1,45,1,Ridge,NA,304,NA,259,NA,NA,NA,NA,NA
C1,3,43,P043,66_N,66,N,538415,2899154,11/13/2012,46,1,1,47,1,Ridge,NA,304,NA,257,NA,NA,NA,NA,NA
C1,3,43,P043,68_C,68,C,538515,2899045,11/13/2012,51,1,1,53,2,Ridge,NA,304,TRUE,251,TRUE,NA,NA,NA,NA
C1,3,43,P043,68_E,68,E,538548,2899045,11/13/2012,45,1,1,46,1,Ridge,NA,304,NA,258,NA,NA,NA,NA,NA
C1,3,43,P043,68_N,68,N,538514,2899052,11/13/2012,52,1,1,51,1,Ridge,NA,304,NA,253,NA,NA,NA,NA,NA
C1,3,43,P043,69_C,69,C,538354,2899172,11/13/2012,48,1,1,49,2,Ridge,NA,304,TRUE,255,TRUE,NA,NA,NA,NA
C1,3,43,P043,69_E,69,E,538368,2899173,11/13/2012,53,1,1,52,2,Ridge,NA,304,NA,252,NA,NA,NA,NA,NA
C1,3,43,P043,69_N,69,N,538353,2899201,11/13/2012,54,1,1,55,2,Ridge,NA,304,NA,249,NA,NA,NA,NA,NA
C1,3,43,P043,71_C,71,C,539142,2898962,11/13/2012,52,1,1,52,1,Ridge,NA,304,TRUE,252,TRUE,NA,NA,NA,NA
C1,3,43,P043,71_E,71,E,539155,2898961,11/13/2012,50,1,1,49,2,Ridge,NA,304,NA,255,NA,NA,NA,NA,NA
C1,3,43,P043,71_N,71,N,539144,2898983,11/13/2012,49,1,1,50,2,Ridge,NA,304,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,72_C,72,C,539133,2899041,11/13/2012,48,1,1,50,2,Ridge,NA,304,TRUE,254,TRUE,NA,NA,NA,NA
C1,3,43,P043,72_E,72,E,539153,2899042,11/13/2012,49,1,1,50,2,Ridge,NA,304,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,72_N,72,N,539133,2899070,11/13/2012,46,1,1,46,1,Ridge,NA,304,NA,258,NA,NA,NA,NA,NA
C1,3,43,P043,75_C,75,C,539118,2898908,11/13/2012,51,1,1,52,2,Ridge,NA,304,TRUE,252,TRUE,NA,NA,NA,NA
C1,3,43,P043,75_E,75,E,539129,2898909,11/13/2012,53,1,1,50,2,Ridge,NA,304,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,75_N,75,N,539116,2898937,11/13/2012,50,1,1,50,2,Ridge,NA,304,NA,254,NA,NA,NA,NA,NA
C1,3,43,P043,78_C,78,C,539394,2899010,11/13/2012,46,1,1,46,2,Ridge,NA,304,TRUE,258,TRUE,NA,NA,NA,NA
C1,3,43,P043,78_E,78,E,539423,2899009,11/13/2012,43,1,1,44,2,Ridge,NA,304,NA,260,NA,NA,NA,NA,NA
C1,3,43,P043,78_N,78,N,539395,2899023,11/13/2012,46,1,1,46,2,Ridge,NA,304,NA,258,NA,NA,NA,NA,NA
C1,3,43,P043,79_C,79,C,539224,2899126,11/13/2012,54,1,1,54,2,Ridge,NA,304,TRUE,250,TRUE,NA,NA,NA,NA
C1,3,43,P043,79_E,79,E,539249,2899126,11/13/2012,54,1,1,52,2,Ridge,NA,304,NA,252,NA,NA,NA,NA,NA
C1,3,43,P043,79_N,79,N,539224,2899133,11/13/2012,48,1,1,49,1,Ridge,NA,304,NA,255,NA,NA,NA,NA,NA
C1,3,43,P043,80_C,80,C,539346,2898992,11/13/2012,50,1,1,53,1,Ridge,NA,304,TRUE,251,TRUE,NA,NA,NA,NA
C1,3,43,P043,80_E,80,E,539378,2898992,11/13/2012,50,1,1,48,1,Ridge,NA,304,NA,256,NA,NA,NA,NA,NA
C1,3,43,P043,80_N,80,N,539347,2899004,11/13/2012,49,1,1,50,1,Ridge,NA,304,NA,254,NA,NA,NA,NA,NA
C1,3,44,P044,02_C,2,C,545447,2856900,12/4/2012,47,1,1,46,1,Ridge,NA,193,TRUE,147,TRUE,NA,NA,NA,NA
C1,3,44,P044,02_E,2,E,545470,2856903,12/4/2012,54,1,1,53,1,Ridge,NA,193,NA,140,NA,NA,NA,NA,NA
C1,3,44,P044,02_N,2,N,545445,2856905,12/4/2012,48,1,1,48,0,Ridge,NA,193,NA,145,NA,NA,NA,NA,NA
C1,3,44,P044,04_C,4,C,545374,2856818,12/4/2012,47,1,1,46,1,Ridge,NA,193,TRUE,147,TRUE,NA,NA,NA,NA
C1,3,44,P044,04_E,4,E,545399,2856814,12/4/2012,53,1,1,53,1,Ridge,NA,193,NA,140,NA,NA,NA,NA,NA
C1,3,44,P044,04_N,4,N,545372,2856841,12/4/2012,48,1,1,50,1,Ridge,NA,193,NA,143,NA,NA,NA,NA,NA
C1,3,44,P044,05_C,5,C,545406,2856657,12/4/2012,58,1,1,58,1,Ridge/Wet Prairie,NA,193,TRUE,135,TRUE,NA,NA,NA,NA
C1,3,44,P044,05_E,5,E,545438,2856657,12/4/2012,51,1,1,52,1,Ridge/Wet Prairie,NA,193,NA,141,NA,NA,NA,NA,NA
C1,3,44,P044,05_N,5,N,545406,2856670,12/4/2012,52,1,1,54,1,Ridge/Wet Prairie,NA,193,NA,139,NA,NA,NA,NA,NA
C1,3,44,P044,06_C,6,C,545893,2857337,12/4/2012,51,1,1,51,2,Wet Prairie,NA,194,TRUE,143,TRUE,NA,NA,NA,NA
C1,3,44,P044,06_E,6,E,545928,2857337,12/4/2012,47,1,1,46,1,Wet Prairie,NA,194,NA,148,NA,NA,NA,NA,NA
C1,3,44,P044,06_N,6,N,545893,2857350,12/4/2012,50,1,1,50,1,Wet Prairie,NA,194,NA,144,NA,NA,NA,NA,NA
C1,3,44,P044,08_C,8,C,545970,2857284,12/4/2012,49,1,1,48,1,Ridge,NA,194,TRUE,146,TRUE,NA,NA,NA,NA
C1,3,44,P044,08_E,8,E,545989,2857284,12/4/2012,52,1,1,53,1,Ridge,NA,194,NA,141,NA,NA,NA,NA,NA
C1,3,44,P044,08_N,8,N,545970,2857289,12/4/2012,45,1,1,45,1,Ridge,NA,194,NA,149,NA,NA,NA,NA,NA
C1,3,44,P044,10_C,10,C,545787,2857218,12/4/2012,48,1,1,45,2,Ridge,NA,194,TRUE,149,TRUE,NA,NA,NA,NA
C1,3,44,P044,10_E,10,E,545823,2857217,12/4/2012,49,1,1,51,1,Ridge,NA,194,NA,143,NA,NA,NA,NA,NA
C1,3,44,P044,10_N,10,N,545787,2857227,12/4/2012,47,1,1,49,1,Ridge,NA,194,NA,145,NA,NA,NA,NA,NA
C1,3,44,P044,16_C,16,C,546678,2857230,12/4/2012,46,1,1,51,1,Wet Prairie,NA,194,TRUE,143,TRUE,NA,NA,NA,NA
C1,3,44,P044,16_E,16,E,546689,2857231,12/4/2012,44,1,1,43,1,Wet Prairie,NA,194,NA,151,NA,NA,NA,NA,NA
C1,3,44,P044,16_N,16,N,546680,2857245,12/4/2012,50,1,1,49,2,Wet Prairie,NA,194,NA,145,NA,NA,NA,NA,NA
C1,3,44,P044,17_C,17,C,546748,2857370,12/4/2012,55,1,1,56,2,Ridge,NA,194,TRUE,138,TRUE,NA,NA,NA,NA
C1,3,44,P044,17_E,17,E,546774,2857371,12/4/2012,53,1,1,53,2,Ridge,NA,194,NA,141,NA,NA,NA,NA,NA
C1,3,44,P044,17_N,17,N,546748,2857396,12/4/2012,55,1,1,54,1,Ridge,NA,194,NA,140,NA,NA,NA,NA,NA
C1,3,44,P044,18_C,18,C,546793,2857223,12/4/2012,60,1,1,60,0,Wet Prairie,NA,194,TRUE,134,TRUE,NA,NA,NA,NA
C1,3,44,P044,18_E,18,E,546824,2857222,12/4/2012,51.5,1,1,50,1,Wet Prairie,NA,193,NA,143,NA,NA,NA,NA,NA
C1,3,44,P044,18_N,18,N,546792,2857254,12/4/2012,37,1,1,35,2,Ridge,NA,194,NA,159,NA,NA,NA,NA,NA
C1,3,44,P044,21_C,21,C,544922,2858207,12/4/2012,48,1,1,48,1,Ridge,NA,194,TRUE,146,TRUE,NA,NA,NA,NA
C1,3,44,P044,21_E,21,E,544953,2858208,12/4/2012,52,1,1,53,1,Wet Prairie,NA,194,NA,141,NA,NA,NA,NA,NA
C1,3,44,P044,21_N,21,N,544920,2858230,12/4/2012,52,1,1,50,2,Wet Prairie,NA,194,NA,144,NA,NA,NA,NA,NA
C1,3,44,P044,22_C,22,C,544968,2858333,12/4/2012,57,1,1,56,2,Ridge,NA,194,TRUE,138,TRUE,NA,NA,NA,NA
C1,3,44,P044,22_E,22,E,544982,2858332,12/4/2012,56,1,1,55,0,Slough,NA,194,NA,139,NA,NA,NA,NA,NA
C1,3,44,P044,22_N,22,N,544968,2858351,12/4/2012,56,1,1,56,2,Ridge,NA,194,NA,138,NA,NA,NA,NA,NA
C1,3,44,P044,25_C,25,C,544894,2858050,12/4/2012,51,1,1,50,1,Ridge,NA,194,TRUE,144,TRUE,NA,NA,NA,NA
C1,3,44,P044,25_E,25,E,544928,2858050,12/4/2012,50,1,1,49,1,Ridge,NA,194,NA,145,NA,NA,NA,NA,NA
C1,3,44,P044,25_N,25,N,544893,2858064,12/4/2012,43,1,1,42,1,Ridge,NA,194,NA,152,NA,NA,NA,NA,NA
C1,3,44,P044,26_C,26,C,545686,2858148,12/4/2012,50,1,1,50,1,Wet Prairie,NA,195,TRUE,145,TRUE,NA,NA,NA,NA
C1,3,44,P044,26_E,26,E,545706,2858148,12/4/2012,50,1,1,51,1,Wet Prairie,NA,195,NA,144,NA,NA,NA,NA,NA
C1,3,44,P044,26_N,26,N,545687,2858161,12/4/2012,49,1,1,50,1,Wet Prairie,NA,195,NA,145,NA,NA,NA,NA,NA
C1,3,44,P044,27_C,27,C,545761,2858301,12/4/2012,53,1,1,52,1,Ridge,NA,195,TRUE,143,TRUE,NA,NA,NA,NA
C1,3,44,P044,27_E,27,E,545796,2858300,12/4/2012,50,1,1,52,1,Ridge,NA,195,NA,143,NA,NA,NA,NA,NA
C1,3,44,P044,27_N,27,N,545763,2858319,12/4/2012,51,1,1,53,1,Ridge,NA,195,NA,142,NA,NA,NA,NA,NA
C1,3,44,P044,28_C,28,C,545704,2858051,12/4/2012,50.5,1,1,50,1,Ridge,NA,195,TRUE,145,TRUE,NA,NA,NA,NA
C1,3,44,P044,28_E,28,E,545723,2858052,12/4/2012,54,1,1,51,1,Ridge,NA,195,NA,144,NA,NA,NA,NA,NA
C1,3,44,P044,28_N,28,N,545703,2858060,12/4/2012,49,1,1,48,0,Ridge,NA,195,NA,147,NA,NA,NA,NA,NA
C1,3,44,P044,31_C,31,C,545977,2858568,12/4/2012,55,1,1,56,2,Ridge,NA,195,TRUE,139,TRUE,NA,NA,NA,NA
C1,3,44,P044,31_E,31,E,545995,2858568,12/4/2012,56,1,1,56,1,Ridge,NA,195,NA,139,NA,NA,NA,NA,NA
C1,3,44,P044,31_N,31,N,545977,2858573,12/4/2012,56.5,1,1,56,1,Ridge,NA,195,NA,139,NA,NA,NA,NA,NA
C1,3,44,P044,32_C,32,C,546022,2858581,12/4/2012,61,1,1,59,2,Ridge,NA,195,TRUE,136,TRUE,NA,NA,NA,NA
C1,3,44,P044,32_E,32,E,546048,2858582,12/4/2012,50,1,1,50,1,Ridge,NA,195,NA,145,NA,NA,NA,NA,NA
C1,3,44,P044,32_N,32,N,546020,2858604,12/4/2012,51,1,1,51,2,Ridge,NA,195,NA,144,NA,NA,NA,NA,NA
C1,3,44,P044,34_C,34,C,545961,2858662,12/4/2012,54,1,1,58,1,Ridge/Slough,NA,195,TRUE,137,TRUE,NA,NA,NA,NA
C1,3,44,P044,34_E,34,E,545989,2858662,12/4/2012,58,1,1,58,0,Slough,NA,195,NA,137,NA,NA,NA,NA,NA
C1,3,44,P044,34_N,34,N,545960,2858683,12/4/2012,58,1,1,58,1,Ridge,NA,195,NA,137,NA,NA,NA,NA,NA
C1,3,44,P044,36_C,36,C,546588,2857744,12/4/2012,55,1,1,56,1,Ridge/Wet Prairie,NA,194,TRUE,138,TRUE,NA,NA,NA,NA
C1,3,44,P044,36_E,36,E,546611,2857744,12/4/2012,49,1,1,50,1,Ridge/Wet Prairie,NA,194,NA,144,NA,NA,NA,NA,NA
C1,3,44,P044,36_N,36,N,546589,2857778,12/4/2012,54,1,1,53,1,Ridge/Wet Prairie,NA,194,NA,141,NA,NA,NA,NA,NA
C1,3,44,P044,37_C,37,C,546577,2857905,12/4/2012,52,1,1,50,2,Ridge,NA,194,TRUE,144,TRUE,NA,NA,NA,NA
C1,3,44,P044,37_E,37,E,546588,2857905,12/4/2012,47,1,1,45,2,Ridge,NA,194,NA,149,NA,NA,NA,NA,NA
